microcanonical number of states:
    E, kcal/mol          rxn_1          rxn_2          rxn_3          rxn_4         rxn_24     rxn_eor2_1     rxn_eor2_3     rxn_eor2_6     rxn_eor2_8     rxn_eor5_1         rxn_21         rxn_31     rxn_eor5_4
             65    1.70228e+28    1.09122e+10    6.85916e+09
             66    2.25863e+28    1.11963e+10    7.50633e+09
             67    2.98961e+28    1.14825e+10    8.19836e+09
             68    3.94785e+28    1.17709e+10    8.93717e+09
             69    5.20118e+28    1.20613e+10    9.72472e+09
             70    6.83686e+28    1.23539e+10     1.0563e+10
             71     8.9669e+28    1.26484e+10    1.14539e+10
             72    1.17348e+29    1.29449e+10    1.23995e+10
             73    1.53241e+29    1.32433e+10    1.34018e+10
             74     1.9969e+29    1.35437e+10    1.44628e+10
             75    2.59678e+29    1.38459e+10    1.55846e+10
             76    3.36998e+29      1.415e+10    1.67692e+10
             77    4.36463e+29    1.44558e+10    1.80187e+10
             78    5.64169e+29    1.47635e+10    1.93352e+10
             79    7.27828e+29    1.50729e+10    2.07206e+10
             80    9.37171e+29     1.5384e+10    2.21772e+10
             81    1.20446e+30    1.56968e+10     2.3707e+10
             82    1.54513e+30    1.60113e+10     2.5312e+10
             83    1.97855e+30    1.63274e+10    2.69944e+10
             84    2.52901e+30    1.66451e+10    2.87563e+10
             85    3.22693e+30    1.69643e+10    3.05997e+10
             86    4.11032e+30    1.72852e+10    3.25267e+10
             87    5.22661e+30    1.76075e+10    3.45394e+10
             88    6.63489e+30    1.79314e+10    3.66399e+10
             89    8.40869e+30    1.82567e+10    3.88302e+10
             90    1.06393e+31    1.85835e+10    4.11124e+10
             91    1.34401e+31    1.89117e+10    4.34885e+10
             92    1.69512e+31    1.92413e+10    4.59607e+10
             93    2.13463e+31    1.95723e+10    4.85308e+10
             94    2.68396e+31    1.99047e+10     5.1201e+10
             95    3.36955e+31    2.02384e+10    5.39733e+10
             96    4.22394e+31    2.05734e+10    5.68496e+10
             97    5.28717e+31    2.09097e+10     5.9832e+10
             98    6.60842e+31    2.12473e+10    6.29224e+10
             99    8.24803e+31    2.15862e+10    6.61227e+10
            100    1.02799e+32    2.19263e+10    6.94349e+10
            101    1.27944e+32    2.22676e+10     7.2861e+10
            102    1.59022e+32    2.26101e+10    7.64028e+10
            103     1.9738e+32    2.29538e+10    8.00622e+10
            104    2.44663e+32    2.32987e+10    8.38411e+10
            105    3.02872e+32    2.36448e+10    8.77413e+10
            106    3.74442e+32    2.39919e+10    9.17647e+10
            107    4.62328e+32    2.43402e+10    9.59131e+10
            108    5.70118e+32    2.46896e+10    1.00188e+11
            109    7.02157e+32      2.504e+10    1.04592e+11
            110    8.63706e+32    2.53916e+10    1.09126e+11
            111    1.06113e+33    2.57441e+10    1.13792e+11
            112     1.3021e+33    2.60978e+10    1.18592e+11
            113    1.59589e+33    2.64524e+10    1.23527e+11
            114    1.95366e+33    2.68081e+10    1.28599e+11
            115    2.38887e+33    2.71647e+10     1.3381e+11
            116    2.91766e+33    2.75223e+10    1.39161e+11
            117    3.55947e+33    2.78809e+10    1.44654e+11
            118    4.33759e+33    2.82405e+10    1.50291e+11
            119    5.27996e+33     2.8601e+10    1.56072e+11
            120    6.42004e+33    2.89624e+10    1.62001e+11
            121    7.79784e+33    2.93247e+10    1.68077e+11
            122     9.4612e+33    2.96879e+10    1.74303e+11
            123    1.14672e+34    3.00521e+10    1.80679e+11
            124    1.38841e+34    3.04171e+10    1.87209e+11
            125     1.6793e+34    3.07829e+10    1.93891e+11
            126    2.02907e+34    3.11497e+10    2.00729e+11
            127     2.4492e+34    3.15172e+10    2.07724e+11
            128    2.95338e+34    3.18856e+10    2.14876e+11
            129    3.55784e+34    3.22548e+10    2.22188e+11
            130    4.28182e+34    3.26249e+10     2.2966e+11
            131    5.14815e+34    3.29957e+10    2.37293e+11
            132    6.18386e+34    3.33673e+10     2.4509e+11
            133    7.42092e+34    3.37397e+10    2.53051e+11
            134    8.89713e+34    3.41129e+10    2.61176e+11
            135    1.06571e+35    3.44868e+10    2.69469e+11
            136    1.27536e+35    3.48615e+10    2.77928e+11
            137    1.52488e+35    3.52369e+10    2.86557e+11
            138    1.82157e+35     3.5613e+10    2.95355e+11
            139    2.17407e+35    3.59899e+10    3.04323e+11
            140    2.59251e+35    3.63675e+10    3.13464e+11
            141     3.0888e+35    3.67458e+10    3.22777e+11
            142    3.67695e+35    3.71247e+10    3.32265e+11
            143    4.37336e+35    3.75044e+10    3.41926e+11
            144     5.1973e+35    3.78847e+10    3.51764e+11
            145    6.17133e+35    3.82658e+10    3.61778e+11
            146    7.32186e+35    3.86474e+10    3.71969e+11
            147     8.6798e+35    3.90298e+10    3.82339e+11
            148    1.02813e+36    3.94127e+10    3.92888e+11
            149    1.21685e+36    3.97964e+10    4.03617e+11
            150    1.43908e+36    4.01806e+10    4.14527e+11
            151    1.70055e+36    4.05655e+10    4.25618e+11
            152    2.00798e+36     4.0951e+10    4.36891e+11
            153    2.36915e+36     4.1337e+10    4.48347e+11
            154    2.79317e+36    4.17237e+10    4.59987e+11
            155    3.29058e+36     4.2111e+10    4.71811e+11
            156    3.87368e+36    4.24989e+10    4.83821e+11
            157    4.55674e+36    4.28874e+10    4.96016e+11
            158    5.35631e+36    4.32764e+10    5.08397e+11
            159    6.29162e+36     4.3666e+10    5.20964e+11
            160    7.38492e+36    4.40561e+10     5.3372e+11
            161    8.66204e+36    4.44468e+10    5.46663e+11
            162    1.01528e+37    4.48381e+10    5.59795e+11
            163    1.18919e+37    4.52299e+10    5.73115e+11
            164    1.39192e+37    4.56222e+10    5.86625e+11
            165    1.62809e+37    4.60151e+10    6.00325e+11
            166    1.90303e+37    4.64085e+10    6.14216e+11
            167    2.22291e+37    4.68024e+10    6.28297e+11
            168    2.59482e+37    4.71968e+10    6.42569e+11
            169    3.02694e+37    4.75917e+10    6.57033e+11
            170    3.52871e+37    4.79872e+10    6.71689e+11
            171    4.11098e+37    4.83831e+10    6.86537e+11
            172    4.78624e+37    4.87795e+10    7.01578e+11
            173    5.56886e+37    4.91764e+10    7.16811e+11
            174    6.47533e+37    4.95738e+10    7.32238e+11
            175    7.52462e+37    4.99716e+10    7.47858e+11
            176     8.7385e+37      5.037e+10    7.63672e+11
            177    1.01419e+38    5.07687e+10    7.79681e+11
            178    1.17636e+38     5.1168e+10    7.95883e+11
            179    1.36362e+38    5.15677e+10     8.1228e+11
            180    1.57974e+38    5.19678e+10    8.28871e+11
            181    1.82902e+38    5.23684e+10    8.45657e+11
            182    2.11638e+38    5.27694e+10    8.62638e+11
            183    2.44746e+38    5.31709e+10    8.79814e+11
            184    2.82868e+38    5.35728e+10    8.97185e+11
            185    3.26739e+38    5.39751e+10    9.14752e+11
            186    3.77198e+38    5.43779e+10    9.32514e+11
            187    4.35202e+38     5.4781e+10    9.50471e+11
            188    5.01843e+38    5.51846e+10    9.68624e+11
            189    5.78366e+38    5.55886e+10    9.86973e+11
            190    6.66187e+38     5.5993e+10    1.00552e+12
            191    7.66922e+38    5.63978e+10    1.02426e+12
            192    8.82407e+38     5.6803e+10    1.04319e+12
            193    1.01473e+39    5.72086e+10    1.06232e+12
            194    1.16628e+39    5.76145e+10    1.08165e+12
            195    1.33974e+39    5.80209e+10    1.10117e+12
            196    1.53819e+39    5.84276e+10    1.12089e+12
            197     1.7651e+39    5.88347e+10     1.1408e+12
            198    2.02444e+39    5.92422e+10    1.16091e+12
            199    2.32069e+39    5.96501e+10    1.18122e+12
well = w_eor2_1
    E, kcal/mol    D, mol/kcal  w_eor2_1->w_5w_eor2_1->w_eor2_4  w_eor2_1->w_2
              0              0            ***            ***            ***
              1              0            ***            ***            ***
              2              0            ***            ***            ***
              3              0            ***            ***            ***
              4              0            ***            ***            ***
              5              0            ***            ***            ***
              6              0            ***            ***            ***
              7    3.62998e+06    1.49022e-21              0     1.0832e-09
              8    6.70231e+07    8.45497e-21              0    4.50526e-08
              9    4.73617e+08    4.32276e-20    1.68501e-31      5.654e-07
             10    2.33164e+09    2.54557e-19    2.42053e-28     4.3119e-06
             11    9.38618e+09    1.72539e-18    1.46597e-25    2.43792e-05
             12    3.31526e+10    1.29407e-17    4.82898e-23    0.000112106
             13     1.0586e+11    1.04812e-16    1.00672e-20    0.000445466
             14    3.11983e+11    8.99023e-16    1.46171e-18     0.00158511
             15    8.61469e+11    8.04927e-15    1.57791e-16     0.00516732
             16    2.25138e+12    7.45043e-14    1.32903e-14      0.0156928
             17    5.61173e+12    7.07774e-13     9.0573e-13      0.0449399
             18    1.34221e+13    6.86192e-12    5.13706e-11       0.122459
             19    3.09529e+13    6.75973e-11    2.47991e-09       0.319765
             20    6.90929e+13    6.74257e-10    1.03773e-07       0.804589
             21     1.4977e+14    6.79032e-09     3.8211e-06        1.95956
             22    3.16124e+14     6.8882e-08    0.000125374        4.63634
             23    6.51237e+14    7.02458e-07     0.00370477        10.6889
             24      1.312e+15    7.18987e-06      0.0994961        24.0732
             25    2.58935e+15    7.37569e-05         2.4475        53.0741
             26    5.01385e+15    0.000757446        55.3789        114.736
             27    9.53792e+15     0.00777903        1076.22        243.456
             28    1.78465e+16      0.0798255        11459.8        506.878
             29    3.28795e+16       0.817731        58681.2        1032.16
             30    5.97012e+16        8.33597         193112         2039.7
             31     1.0693e+17        81.3478         493862        3873.22
             32    1.89063e+17        606.838    1.08068e+06        7031.91
             33    3.30227e+17        2891.99    2.12242e+06        12218.8
             34    5.70157e+17        9770.19    3.84087e+06        20383.8
             35    9.73656e+17        26414.3    6.51687e+06        32755.1
             36    1.64543e+18        61518.8    1.04963e+07        50880.7
             37    2.75317e+18         128606     1.6193e+07        76671.2
             38    4.56314e+18         247375    2.40896e+07         112429
             39    7.49472e+18         445225    3.47394e+07         160875
             40    1.22033e+19         758867    4.87664e+07         225184
             41    1.97056e+19    1.23591e+06    6.68635e+07         309000
             42    3.15674e+19    1.93641e+06    8.97912e+07         416457
             43    5.01837e+19    2.93442e+06    1.18375e+08         552196
             44    7.91938e+19    4.31938e+06    1.53502e+08         721375
             45    1.24092e+20    6.19752e+06    1.96118e+08         929673
             46    1.93123e+20    8.69296e+06    2.47223e+08     1.1833e+06
             47    2.98586e+20    1.19489e+07    3.07868e+08      1.489e+06
             48    4.58722e+20    1.61284e+07    3.79147e+08    1.85403e+06
             49    7.00437e+20    2.14152e+07      4.622e+08    2.28618e+06
             50    1.06321e+21    2.80144e+07    5.58202e+08    2.79376e+06
             51    1.60464e+21     3.6153e+07     6.6836e+08    3.38559e+06
             52    2.40843e+21    4.60798e+07    7.93911e+08    4.07097e+06
             53    3.59548e+21    5.80661e+07    9.36114e+08     4.8597e+06
             54    5.33975e+21    7.24055e+07    1.09625e+09    5.76204e+06
             55    7.89031e+21    8.94136e+07    1.27562e+09    6.78873e+06
             56    1.16022e+22    1.09428e+08    1.47552e+09    7.95091e+06
             57    1.69795e+22    1.32809e+08    1.69727e+09    9.26018e+06
             58    2.47344e+22    1.59937e+08     1.9422e+09    1.07285e+07
             59    3.58698e+22    1.91213e+08    2.21163e+09    1.23683e+07
             60    5.17918e+22     2.2706e+08    2.50687e+09    1.41923e+07
             61    7.44644e+22    2.67918e+08    2.82925e+09    1.62136e+07
             62    1.06621e+23    3.14248e+08    3.18007e+09    1.84456e+07
             63    1.52049e+23    3.66527e+08    3.56062e+09    2.09021e+07
             64    2.15985e+23    4.25252e+08    3.97221e+09    2.35971e+07
             65    3.05635e+23    4.90934e+08    4.41608e+09     2.6545e+07
             66    4.30886e+23      5.641e+08    4.89351e+09    2.97602e+07
             67     6.0526e+23    6.45291e+08    5.40573e+09    3.32576e+07
             68    8.47187e+23    7.35064e+08    5.95394e+09    3.70522e+07
             69    1.18171e+24    8.33986e+08    6.53935e+09    4.11592e+07
             70    1.64276e+24    9.42637e+08    7.16313e+09     4.5594e+07
             71    2.27614e+24    1.06161e+09    7.82641e+09    5.03723e+07
             72    3.14355e+24     1.1915e+09    8.53033e+09    5.55097e+07
             73    4.32781e+24    1.33291e+09    9.27597e+09    6.10221e+07
             74    5.93984e+24    1.48648e+09    1.00644e+10    6.69254e+07
             75    8.12771e+24    1.65281e+09    1.08967e+10    7.32357e+07
             76    1.10886e+25    1.83254e+09    1.17737e+10    7.99693e+07
             77    1.50844e+25     2.0263e+09    1.26966e+10    8.71422e+07
             78    2.04619e+25    2.23473e+09    1.36663e+10    9.47708e+07
             79    2.76795e+25    2.45848e+09    1.46837e+10    1.02871e+08
             80    3.73413e+25    2.69819e+09    1.57496e+10     1.1146e+08
             81    5.02414e+25     2.9545e+09    1.68649e+10    1.20554e+08
             82    6.74217e+25    3.22806e+09    1.80306e+10    1.30169e+08
             83    9.02452e+25    3.51952e+09    1.92472e+10    1.40321e+08
             84    1.20492e+26    3.82952e+09    2.05157e+10    1.51028e+08
             85     1.6048e+26    4.15872e+09    2.18367e+10    1.62304e+08
             86    2.13222e+26    4.50775e+09     2.3211e+10    1.74167e+08
             87    2.82628e+26    4.87725e+09    2.46392e+10    1.86632e+08
             88    3.73753e+26    5.26787e+09    2.61219e+10    1.99717e+08
             89     4.9313e+26    5.68022e+09    2.76599e+10    2.13436e+08
             90    6.49176e+26    6.11495e+09    2.92536e+10    2.27807e+08
             91    8.52719e+26    6.57268e+09    3.09036e+10    2.42844e+08
             92    1.11766e+27    7.05401e+09    3.26104e+10    2.58565e+08
             93    1.46179e+27    7.55957e+09    3.43746e+10    2.74983e+08
             94     1.9079e+27    8.08996e+09    3.61966e+10    2.92117e+08
             95    2.48503e+27    8.64578e+09    3.80768e+10     3.0998e+08
             96     3.2302e+27    9.22761e+09    4.00156e+10    3.28588e+08
             97    4.19047e+27    9.83605e+09    4.20135e+10    3.47957e+08
             98    5.42561e+27    1.04717e+10    4.40707e+10    3.68101e+08
             99     7.0113e+27     1.1135e+10    4.61877e+10    3.89037e+08
            100     9.0433e+27    1.18267e+10    4.83646e+10    4.10778e+08
            101    1.16425e+28    1.25471e+10    5.06019e+10    4.33339e+08
            102    1.49614e+28     1.3297e+10    5.28997e+10    4.56735e+08
            103    1.91917e+28    1.40768e+10    5.52582e+10    4.80981e+08
            104    2.45744e+28     1.4887e+10    5.76778e+10    5.06091e+08
            105    3.14119e+28    1.57282e+10    6.01585e+10    5.32078e+08
            106    4.00829e+28    1.66008e+10    6.27005e+10    5.58957e+08
            107    5.10608e+28    1.75053e+10     6.5304e+10    5.86742e+08
            108    6.49368e+28    1.84423e+10    6.79691e+10    6.15446e+08
            109    8.24481e+28    1.94121e+10    7.06958e+10    6.45083e+08
            110    1.04512e+29    2.04152e+10    7.34842e+10    6.75667e+08
            111    1.32269e+29    2.14521e+10    7.63345e+10    7.07209e+08
            112    1.67136e+29    2.25232e+10    7.92466e+10    7.39723e+08
            113    2.10866e+29     2.3629e+10    8.22205e+10    7.73222e+08
            114    2.65631e+29    2.47698e+10    8.52563e+10    8.07719e+08
            115    3.34115e+29     2.5946e+10     8.8354e+10    8.43225e+08
            116    4.19633e+29    2.71581e+10    9.15134e+10    8.79754e+08
            117    5.26268e+29    2.84063e+10    9.47345e+10    9.17317e+08
            118    6.59047e+29    2.96912e+10    9.80173e+10    9.55925e+08
            119    8.24152e+29     3.1013e+10    1.01362e+11    9.95592e+08
            120    1.02917e+30     3.2372e+10    1.04768e+11    1.03633e+09
            121    1.28341e+30    3.37687e+10    1.08235e+11    1.07814e+09
            122    1.59827e+30    3.52033e+10    1.11763e+11    1.12105e+09
            123    1.98769e+30    3.66761e+10    1.15353e+11    1.16506e+09
            124    2.46869e+30    3.81875e+10    1.19003e+11    1.21018e+09
            125    3.06207e+30    3.97377e+10    1.22714e+11    1.25643e+09
            126    3.79315e+30     4.1327e+10    1.26486e+11    1.30381e+09
            127    4.69276e+30    4.29557e+10    1.30318e+11    1.35233e+09
            128    5.79839e+30     4.4624e+10     1.3421e+11    1.40201e+09
            129    7.15557e+30    4.63322e+10    1.38162e+11    1.45286e+09
            130    8.81953e+30    4.80805e+10    1.42174e+11    1.50487e+09
            131    1.08572e+31    4.98691e+10    1.46246e+11    1.55807e+09
            132    1.33496e+31    5.16983e+10    1.50376e+11    1.61247e+09
            133    1.63946e+31    5.35682e+10    1.54566e+11    1.66806e+09
            134    2.01107e+31     5.5479e+10    1.58814e+11    1.72486e+09
            135    2.46404e+31     5.7431e+10     1.6312e+11    1.78289e+09
            136    3.01558e+31    5.94242e+10    1.67485e+11    1.84214e+09
            137    3.68641e+31    6.14589e+10    1.71907e+11    1.90263e+09
            138    4.50144e+31    6.35353e+10    1.76387e+11    1.96436e+09
            139    5.49058e+31    6.56533e+10    1.80924e+11    2.02734e+09
            140    6.68977e+31    6.78133e+10    1.85518e+11    2.09158e+09
            141    8.14208e+31    7.00152e+10    1.90169e+11     2.1571e+09
            142    9.89911e+31    7.22593e+10    1.94876e+11    2.22388e+09
            143    1.20226e+32    7.45456e+10    1.99638e+11    2.29195e+09
            144    1.45864e+32    7.68742e+10    2.04456e+11    2.36131e+09
            145    1.76788e+32    7.92453e+10     2.0933e+11    2.43197e+09
            146    2.14048e+32    8.16588e+10    2.14258e+11    2.50393e+09
            147    2.58901e+32    8.41149e+10     2.1924e+11     2.5772e+09
            148    3.12841e+32    8.66136e+10    2.24277e+11    2.65178e+09
            149    3.77647e+32     8.9155e+10    2.29367e+11    2.72769e+09
            150    4.55432e+32    9.17391e+10     2.3451e+11    2.80493e+09
            151    5.48711e+32     9.4366e+10    2.39707e+11    2.88351e+09
            152    6.60463e+32    9.70357e+10    2.44956e+11    2.96342e+09
            153    7.94227e+32    9.97482e+10    2.50257e+11    3.04468e+09
            154     9.5419e+32    1.02503e+11     2.5561e+11     3.1273e+09
            155    1.14531e+33    1.05302e+11    2.61014e+11    3.21127e+09
            156    1.37346e+33    1.08143e+11    2.66469e+11    3.29661e+09
            157    1.64557e+33    1.11026e+11    2.71975e+11    3.38331e+09
            158    1.96983e+33    1.13953e+11    2.77531e+11    3.47139e+09
            159    2.35589e+33    1.16922e+11    2.83137e+11    3.56085e+09
            160    2.81515e+33    1.19935e+11    2.88792e+11    3.65169e+09
            161    3.36102e+33    1.22989e+11    2.94496e+11    3.74391e+09
            162     4.0093e+33    1.26087e+11    3.00248e+11    3.83753e+09
            163    4.77856e+33    1.29227e+11    3.06049e+11    3.93255e+09
            164    5.69062e+33     1.3241e+11    3.11897e+11    4.02896e+09
            165    6.77113e+33    1.35635e+11    3.17793e+11    4.12678e+09
            166    8.05015e+33    1.38903e+11    3.23735e+11    4.22601e+09
            167    9.56297e+33    1.42213e+11    3.29724e+11    4.32665e+09
            168    1.13509e+34    1.45566e+11    3.35758e+11     4.4287e+09
            169    1.34624e+34     1.4896e+11    3.41838e+11    4.53217e+09
            170    1.59539e+34    1.52397e+11    3.47964e+11    4.63707e+09
            171    1.88918e+34    1.55876e+11    3.54134e+11    4.74339e+09
            172    2.23533e+34    1.59397e+11    3.60348e+11    4.85114e+09
            173    2.64286e+34     1.6296e+11    3.66607e+11    4.96033e+09
            174    3.12232e+34    1.66564e+11    3.72908e+11    5.07094e+09
            175    3.68597e+34     1.7021e+11    3.79253e+11      5.183e+09
            176    4.34812e+34    1.73898e+11     3.8564e+11    5.29649e+09
            177    5.12542e+34    1.77627e+11     3.9207e+11    5.41143e+09
            178    6.03724e+34    1.81397e+11    3.98541e+11    5.52781e+09
            179    7.10611e+34    1.85209e+11    4.05053e+11    5.64564e+09
            180    8.35819e+34    1.89061e+11    4.11607e+11    5.76492e+09
            181    9.82388e+34    1.92954e+11      4.182e+11    5.88565e+09
            182    1.15384e+35    1.96888e+11    4.24834e+11    6.00783e+09
            183    1.35427e+35    2.00863e+11    4.31508e+11    6.13147e+09
            184    1.58841e+35    2.04878e+11     4.3822e+11    6.25657e+09
            185    1.86175e+35    2.08933e+11    4.44972e+11    6.38312e+09
            186    2.18063e+35    2.13029e+11    4.51762e+11    6.51114e+09
            187    2.55241e+35    2.17164e+11    4.58589e+11    6.64062e+09
            188    2.98558e+35    2.21339e+11    4.65455e+11    6.77156e+09
            189    3.48994e+35    2.25554e+11    4.72357e+11    6.90397e+09
            190    4.07681e+35    2.29808e+11    4.79296e+11    7.03784e+09
            191    4.75927e+35    2.34101e+11    4.86271e+11    7.17318e+09
            192    5.55238e+35    2.38434e+11    4.93282e+11    7.30999e+09
            193    6.47351e+35    2.42806e+11    5.00329e+11    7.44827e+09
            194    7.54265e+35    2.47216e+11     5.0741e+11    7.58801e+09
            195    8.78283e+35    2.51665e+11    5.14527e+11    7.72923e+09
            196    1.02205e+36    2.56152e+11    5.21677e+11    7.87192e+09
            197    1.18862e+36    2.60677e+11    5.28861e+11    8.01608e+09
            198    1.38149e+36    2.65241e+11    5.36079e+11    8.16171e+09
            199    1.60467e+36    2.69842e+11     5.4333e+11    8.30882e+09
well = w_eor2_4
    E, kcal/mol    D, mol/kcalw_eor2_4->w_eor2_1w_eor2_4->w_eor2_8  w_eor2_4->w_4
              0              0            ***            ***            ***
              1              0            ***            ***            ***
              2              0            ***            ***            ***
              3              0            ***            ***            ***
              4              0            ***            ***            ***
              5    2.10275e+07              0         577055    1.82912e-05
              6    4.52921e+08              0    3.10704e+06    0.000347508
              7    3.92147e+09              0    9.49698e+06     0.00288924
              8    2.23125e+10              0     2.4287e+07      0.0178211
              9    9.98824e+10    7.98987e-34    5.58379e+07      0.0916071
             10    3.81458e+11    1.47953e-30    1.17655e+08       0.414355
             11    1.29723e+12    1.06071e-27    2.24978e+08         1.7034
             12    4.02889e+12    3.97363e-25    3.86155e+08        6.50275
             13    1.16245e+13    9.16781e-23    6.01884e+08        23.3863
             14    3.15422e+13    1.44577e-20    8.71012e+08        80.0404
             15    8.12221e+13    1.67359e-18    1.19254e+09        262.659
             16    1.99872e+14    1.49703e-16    1.56516e+09         831.15
             17    4.72635e+14     1.0754e-14    1.98715e+09        2547.26
             18    1.07879e+15    6.39144e-13    2.45665e+09        7585.18
             19    2.38549e+15     3.2178e-11    2.97183e+09          21975
             20    5.12608e+15    1.39873e-09    3.53088e+09        61681.5
             21    1.07321e+16    5.33246e-08      4.132e+09         164872
             22    2.19404e+16    1.80642e-06    4.77342e+09         408036
             23    4.38831e+16    5.49798e-05    5.45348e+09         918263
             24    8.60139e+16     0.00151764    6.17054e+09    1.88086e+06
             25    1.65462e+17      0.0383016    6.92306e+09    3.54685e+06
             26    3.12786e+17       0.887704    7.70956e+09    6.23981e+06
             27    5.81727e+17        17.6456    8.52865e+09    1.03591e+07
             28    1.06552e+18        191.941    9.37898e+09    1.63805e+07
             29    1.92386e+18        1002.88    1.02593e+10    2.48551e+07
             30    3.42707e+18         3364.1    1.11684e+10     3.6408e+07
             31    6.02749e+18        8761.29    1.21052e+10    5.17345e+07
             32     1.0474e+19        19507.1    1.30685e+10    7.15961e+07
             33    1.79939e+19          38951    1.40575e+10    9.68156e+07
             34     3.0579e+19        71614.3     1.5071e+10    1.28272e+08
             35    5.14326e+19         123369    1.61083e+10    1.66893e+08
             36    8.56604e+19         201622    1.71685e+10    2.13655e+08
             37    1.41333e+20         315439    1.82507e+10    2.69569e+08
             38    2.31107e+20         475642    1.93541e+10    3.35683e+08
             39    3.74673e+20         694904    2.04781e+10    4.13074e+08
             40    6.02449e+20         987820     2.1622e+10    5.02839e+08
             41    9.61083e+20    1.37094e+06    2.27851e+10    6.06098e+08
             42    1.52163e+21    1.86278e+06    2.39667e+10    7.23981e+08
             43    2.39164e+21    2.48386e+06    2.51663e+10    8.57631e+08
             44    3.73282e+21    3.25663e+06    2.63834e+10     1.0082e+09
             45    5.78689e+21    4.20549e+06    2.76173e+10    1.17683e+09
             46    8.91304e+21    5.35671e+06    2.88676e+10    1.36468e+09
             47     1.3642e+22    6.73839e+06    3.01338e+10    1.57289e+09
             48    2.07536e+22    8.38037e+06    3.14154e+10     1.8026e+09
             49     3.1388e+22    1.03142e+07    3.27119e+10    2.05493e+09
             50    4.72031e+22     1.2573e+07     3.4023e+10    2.33102e+09
             51    7.05979e+22    1.51914e+07    3.53483e+10    2.63197e+09
             52    1.05028e+23    1.82055e+07    3.66873e+10    2.95885e+09
             53    1.55445e+23    2.16526e+07    3.80397e+10    3.31275e+09
             54    2.28917e+23    2.55713e+07    3.94051e+10    3.69472e+09
             55    3.35485e+23    3.00014e+07    4.07831e+10    4.10579e+09
             56    4.89353e+23    3.49835e+07    4.21736e+10    4.54698e+09
             57    7.10531e+23    4.05595e+07    4.35761e+10    5.01927e+09
             58     1.0271e+24    4.67718e+07    4.49903e+10    5.52364e+09
             59     1.4783e+24    5.36636e+07     4.6416e+10    6.06103e+09
             60    2.11876e+24    6.12789e+07    4.78528e+10    6.63236e+09
             61    3.02429e+24    6.96621e+07    4.93005e+10    7.23852e+09
             62    4.29963e+24    7.88581e+07    5.07589e+10     7.8804e+09
             63    6.08904e+24    8.89123e+07    5.22277e+10    8.55883e+09
             64    8.59054e+24    9.98702e+07    5.37066e+10    9.27463e+09
             65     1.2075e+25    1.11778e+08    5.51954e+10    1.00286e+10
             66    1.69116e+25    1.24681e+08    5.66939e+10    1.08215e+10
             67    2.36023e+25    1.38625e+08     5.8202e+10    1.16541e+10
             68    3.28269e+25    1.53658e+08    5.97192e+10    1.25271e+10
             69    4.55039e+25    1.69824e+08    6.12456e+10    1.34412e+10
             70    6.28698e+25    1.87169e+08    6.27808e+10    1.43971e+10
             71    8.65851e+25     2.0574e+08    6.43248e+10    1.53954e+10
             72    1.18873e+26    2.25581e+08    6.58772e+10    1.64367e+10
             73    1.62701e+26    2.46738e+08    6.74379e+10    1.75216e+10
             74    2.22023e+26    2.69256e+08    6.90068e+10    1.86507e+10
             75    3.02084e+26    2.93179e+08    7.05838e+10    1.98245e+10
             76    4.09837e+26    3.18552e+08    7.21685e+10    2.10436e+10
             77    5.54464e+26    3.45417e+08    7.37609e+10    2.23085e+10
             78    7.48062e+26    3.73817e+08    7.53609e+10    2.36195e+10
             79    1.00654e+27    4.03797e+08    7.69682e+10    2.49773e+10
             80    1.35075e+27    4.35396e+08    7.85828e+10    2.63821e+10
             81    1.80797e+27    4.68657e+08    8.02044e+10    2.78345e+10
             82    2.41382e+27    5.03621e+08    8.18331e+10    2.93347e+10
             83    3.21466e+27    5.40327e+08    8.34686e+10    3.08832e+10
             84    4.27075e+27    5.78815e+08    8.51107e+10    3.24803e+10
             85    5.66018e+27    6.19124e+08    8.67595e+10    3.41264e+10
             86      7.484e+27    6.61291e+08    8.84148e+10    3.58217e+10
             87    9.87264e+27    7.05354e+08    9.00764e+10    3.75665e+10
             88    1.29941e+28     7.5135e+08    9.17442e+10    3.93611e+10
             89    1.70645e+28    7.99315e+08    9.34182e+10    4.12057e+10
             90    2.23609e+28    8.49282e+08    9.50982e+10    4.31006e+10
             91    2.92383e+28    9.01288e+08    9.67841e+10    4.50459e+10
             92    3.81501e+28    9.55365e+08    9.84759e+10    4.70419e+10
             93    4.96751e+28    1.01155e+09    1.00173e+11    4.90888e+10
             94    6.45499e+28    1.06986e+09    1.01876e+11    5.11867e+10
             95    8.37106e+28    1.13035e+09    1.03585e+11    5.33357e+10
             96    1.08345e+29    1.19303e+09    1.05299e+11    5.55361e+10
             97    1.39957e+29    1.25793e+09    1.07018e+11    5.77878e+10
             98    1.80448e+29     1.3251e+09    1.08743e+11     6.0091e+10
             99    2.32216e+29    1.39454e+09    1.10473e+11    6.24458e+10
            100    2.98285e+29     1.4663e+09    1.12208e+11    6.48523e+10
            101    3.82456e+29     1.5404e+09    1.13948e+11    6.73105e+10
            102    4.89501e+29    1.61685e+09    1.15693e+11    6.98204e+10
            103    6.25405e+29     1.6957e+09    1.17442e+11    7.23822e+10
            104    7.97656e+29    1.77695e+09    1.19197e+11    7.49957e+10
            105    1.01561e+30    1.86064e+09    1.20956e+11    7.76611e+10
